"file","id","study_type","type","authors","title","source","year","vl","no","pg","country","identifiers"
"../ALL-2015-06/G-P/Pharmacological treatments for psychosis-related polydipsia [v6.0-For publication].rm5","STD-Nishikawa-1996","PUB","JOURNAL_ARTICLE","Nishikawa T, Tsuda A, Tanaka M, Nishikawa M, Koga I, Uchida Y","Involvement of the endogenous opioid system in the drinking behaviour of schizophrenic patients displaying self-induced water intoxication: a double-blind controlled study with naloxone","Clinical Neuropharmacology","1996","19","3","252-8","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Fan-1996","PUB","JOURNAL_ARTICLE","Fan QZ, Zhang LY, Duan H, Yu SW, Bu CG, Zhao HQ","Effectiveness of HuangYuanSan in the treatment of clozapine-induced hypersalivation: A control study","Sichuan Mental Health","1996","9","3","169-70","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Gong-1998","PUB","JOURNAL_ARTICLE","Gong GQ, Yuan LX, Tan D, Li HJ, Zhao LX, Hu CF, Yang XT, Li XW, Lu CJ, Chen HM, Liu G, Yi WZ, Zhou SC, Zheng LB","Effectiveness of diphenhydramine, propantheline, hismanal and placebo in the treatment of clozapine-induced hypersalivation: A double blind control study","Clinical Journal of Psychiatry","1998","31","3","138","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Kang-1993","PUB","JOURNAL_ARTICLE","Kang B, Liu YC, Zhang YP, Han Y, Fan LZ, Zhou J","Effect of suo quan pill for reducing clozapine induced salivation","Chung Kuo Chung Hsi I Chieh Ho Tsa Chih","1993","13","6","347-8, 325","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Kreinin-2005","PUB","JOURNAL_ARTICLE","Kreinin A, Novitski D, Weizman A","Amisulpride treatment of clozapine-induced hypersalivation in schizophrenia patients: a randomized, double-blind, placebo-controlled cross over study","International Clinical Psychopharmacology","2006","21","2","99-03","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Li-1993","PUB","JOURNAL_ARTICLE","Li ZX, Song ZM, Cheng PF, Li CL, Xiang XY, Shi H","Hismanal treatment of clozapine-induced hypersalivation: A double blind study","Journal of Clinical Psychiatry","1993","3","1","34-35","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Li-2004","PUB","JOURNAL_ARTICLE","Li Y","Effectiveness of oryzanol in the treatment of clozapine-induced salivation reaction","Journal of Nursing Science","2004","19","21","72-73","","[{'value': '116649', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Lin-1999","PUB","JOURNAL_ARTICLE","Lin H","A double blind control study of propantheline and placebo in the treatment of clozapine-induced hypersalivation","Chinese Journal of Nervous Mental Disorders","1999","25","5","316-17","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Lu-1998","PUB","JOURNAL_ARTICLE","Lu XB, Xue SJ, Yang BZ","A double-blind comparative study of diphenhydramine and placebo in the treatment of sialorrhea caused by clozapine","Sichuan Mental Health","1998","11","1","35-37","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Qian-1996","PUB","JOURNAL_ARTICLE","Qian QK, Gao ZX","Application of WuDanSan in accupunture points for treatment of clozapine-induced hypersalivation","Shanghai Archives of Psychiatry","1996","8","2","103","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Ren-2001","PUB","JOURNAL_ARTICLE","Ren QT, Zhao CL, Ma XQ","The therapeutic efficacies of oryzanolum and doxepin on salivation caused by clozapine","Practical Clinical Medicine","2001","2","2","31-32","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Wang-1998","PUB","JOURNAL_ARTICLE","Wang SB, Song W, Gu WM","Doxepin and hismanal treament of clozapine-induced hypersalivation","Shanghai Archives of Psychiatry","1998","10","3","176-77","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Yang-1997","PUB","JOURNAL_ARTICLE","Yang MZ, Zue SJ, Wen QQ","Effectiveness of diphenhydramine and propantheline in treatment of clozapine-induced hypersalivation: A double blind control study","GuangDong Medicine","1997","18","11","731","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Yao-1994","PUB","JOURNAL_ARTICLE","Yao HX, Qu HF, Li GH","Effectiveness of propantheline and hismanal in treatment of clozapine-induced hypersalivation: a double blind control study","Journal of Clinical Psychiatry","1994","4","1","4","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Yuan-2000","PUB","JOURNAL_ARTICLE","Yuan CM, Zhao XY, Han QY","A control study of the effectiveness of SuoQuanWan and doxepin in the treatment of clozapine-induced hypersalivation","Chinese Journal of Psychiatry","2000","33","4","206","","[]"
"../ALL-2015-06/G-P/Pharmacological interventions for clozapine-induced hypersalivation [v6.0-For publication].rm5","STD-Zhou-1996","PUB","JOURNAL_ARTICLE","Zhou HH, Zhang Q","A double blinded control study of the effectiveness of doxepin and propatheline in the treatment of clozapine-induced hypersalivation","Journal of Clinical Psychiatry","1996","6","","300","","[]"
"../ALL-2015-06/G-P/Perphenazine versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Adelson-1962","PUB","JOURNAL_ARTICLE","Adelson D, Epstein LJ","A study of phenothiazines with males and female chronically ill schizophrenic patients","Journal of Nervous and Mental Diseases","1962","134","1","543-54","","[]"
"../ALL-2015-06/G-P/Perphenazine versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Hanlon-1965","PUB","JOURNAL_ARTICLE","Hanlon TE, Michaux MH, Ota KY, Shaffer JW, Kurland AA","The comparative effectiveness of eight phenothiazines","Psychopharmacologia","1965","7","","89-106","","[]"
"../ALL-2015-06/G-P/Perphenazine versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Kurland-1961","PUB","JOURNAL_ARTICLE","Kurland AA, Hanlon TE, Tatom MH, Ota KY, Simopoulos AM","The comparative effectiveness of six phenothiazine compounds, phenobarbital and inert placebo in the treatment of acutely ill patients: global measures of severity of illness","Journal of Nervous and Mental Disease","1961","133","","1-18","","[]"
"../ALL-2015-06/G-P/Perphenazine versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Shalev-1993","PUB","JOURNAL_ARTICLE","Shalev A, Hermesh H, Rothberg J, Munitz H","Poor neuroleptic response in acutely exacerbated schizophrenic patients","Acta Psychiatrica Scandinavica","1993","87","2","86-91","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-Amakusa-1973","PUB","JOURNAL_ARTICLE","Amakusa T, Majima T","The comparison of therapeutic effects of FK-880 (sulpiride) and perphenazine in schizophrenia by a double-blind controlled study","Juntendo Igako","1973","19","2","239-49","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-Bennett-1961","PUB","JOURNAL_ARTICLE","Bennett JL, Kooi KA","Five phenothiazine derivates. evaluation and toxicity studies","Archives of General Psychiatry","1961","4","","413-8","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Addington D","Impact of second generation antipsychotic drugs and perphenazine on depressive symptoms in a randomized trial of treatment for chronic schizophrenia","Proceedings of the 164th annual general meeting of the American Psychiatric Association; 2011 May 14-18; Honolulu, Hawaii","2011","","","","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Addington DE, Mohamed S, Rosenheck RA, Davis SM, Stroup TS, McEvoy JP, et al","Impact of second-generation antipsychotic drugs and perphenazine on depressive symptoms in a randomized trial of treatment for chronic schizophrenia","Journal of Clinical Psychiatry","2011","72","1","75-80","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Anon","Antipsychotic medications for schizophrenia on equal footing in improving patients' thinking skills","Science Update","2007","","","1","","[{'value': '2007 h', 'type': 'OTHER', 'othertype': 'ANON'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Ascher-Svanum H, Nyhuis AW, Faries DE, Heiler L, Kinon BJ","Treatment discontinuation following randomization to open-label olanzapine, risperidone or typical antipsychotic drugs during a one-year treatment for schizophrenia","Clinical Schizophrenia & Related Psychoses","2008","2","3","226-34","United States","[{'value': '2008', 'type': 'OTHER', 'othertype': 'ASCHER-SVANUM'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Bick P, Knoesen N, Castle D","Clinical implications of the CATIE schizophrenia trials: day-to-day management lessons for Australasian psychiatrists","Australasian Psychiatry","2007","15","6","465-9","","[{'value': '2003', 'type': 'OTHER', 'othertype': 'CATIE'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","","CATIE - Schizophrenia Trial","National Institute of Mental Health (NIMH), NCT00014001","Study start: December 2000; Study completion: December 2004","","","","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Essock SM, Covell NH, Davis SM, Stroup TS, Rosenheck RA, Lieberman JA","Effectiveness of switching antipsychotic medications","American Journal of Psychiatry","2006","163","12","2090-5","","[{'value': '2006 b', 'type': 'OTHER', 'othertype': 'ESSOCK'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Gutierrez-Suela F","Selection of antipsychotic drugs in a psychiatric hospital based on the results of CATIE study","Farmacia Hospitalaria","2008","32","2","83-90","","[{'value': '2008', 'type': 'OTHER', 'othertype': 'GUTIERREZ-SUELA'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Haddad PM, Dursun S","Selecting antipsychotic drugs in schizophrenia: lessons from CATIE","Journal of Psychopharmacology (Oxford, England)","2006","20","3","332-4","","[{'value': '2003', 'type': 'OTHER', 'othertype': 'CATIE'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Hermes E, Nasrallah H, Davis V, Meyer J, McEvoy J, Goff D, et al","The association between weight change and symptom reduction in the CATIE schizophrenia trial","Schizophrenia Research","2011","128","1-3","166-70","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Hermes E, Rosenheck R","Choice of randomization to clozapine versus other second generation antipsychotic drugs in the CATIE schizophrenia trial","Journal of Psychopharmacology (Oxford, England)","2012","26","9","1194-200","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Hermes ED, Sokoloff D, Stroup TS, Rosenheck RA","Minimum clinically important difference in the positive and negative syndrome scale with data from the clinical antipsychotic trials of intervention effectiveness (CATIE)","Journal of Clinical Psychiatry","2012","73","4","526-32","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Jin Y, Pollock BG, Coley K, Miller D, Marder SR, Florian J, et al","Population pharmacokinetics of perphenazine in schizophrenia patients from CATIE: impact of race and smoking","Journal of Clinical Pharmacology","2010","1","1","73-80","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","JOURNAL_ARTICLE","Keefe R","Neurocognitive efficacy in patients with chronic schizophrenia","European Neuropsychopharmacology","2006","16","Suppl 4","S577","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","JOURNAL_ARTICLE","Keefe RSE, Bilder RM, Davis SM, Harvey PD, Palmer BW, Gold JM, et al; CATIE Investigators; Neurocognitive Working Group","Neurocognitive effects of antipsychotic medications in patients with chronic schizophrenia in the CATIE trial","ArchIves of General Psychiatry","2007","64","6","633-47","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Levine SZ, Rabinowitz J, Ascher-Svanum H, Faries D, Lawson T","Extent of attaining and maintaining symptom remission by antipsychotic medication in the treatment of chronic schizophrenia: Evidence from the CATIE study","Value in Health","2011","7","7","14","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Levine SZ, Rabinowitz J, Ascher-Svanum H, Faries DE, Lawson AH","Extent of attaining and maintaining symptom remission by antipsychotic medication in the treatment of chronic schizophrenia: Evidence from the CATIE study","Schizophrenia Research","2011","133","1-3","42-6","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","JOURNAL_ARTICLE","Lieberman JA, Stroup TS, McEvoy JP, Swartz MA, Rosenheck RA, Perkins DO, et al","Effectiveness of antipsychotic drugs in patients with chronic schizophrenia","New England Journal of Medicine","2005","353","12","1209-23","","[]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Lin LA","Comparing antipsychotic treatments for schizophrenia: A health state approach","Dissertation Abstracts International: Section B: The Sciences and Engineering","2012","73","2-B","863","","[{'value': 'CATIE', 'type': 'OTHER'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","JOURNAL_ARTICLE","McEvoy JP, Lieberman JA, Stroup TS, Davis SM, Meltzer HY,Rosenheck RA, et al; CATIE Investigators","Effectiveness of clozapine versus olanzapine, quetiapine, and risperidone in patients with chronic schizophrenia who did not respond to prior atypical antipsychotic treatment","American Journal of Psychiatry","2006","163","4","600-10","","[{'value': '10.1176/appi.ajp.163.4.600', 'type': 'DOI'}]"
"../ALL-2015-06/G-P/Perphenazine for schizophrenia [v6.2-For publication].rm5","STD-CATIE-2005","PUB","OTHER","Meyer JM, McEvoy JP, Davis VG, Goff DC, Nasrallah HA, Davis SM, et al","Inflammatory markers in schizophrenia: comparing antipsychotic effects in phase 1 of the clinical antipsychotic trials of intervention effectiveness study","Biological Psychiatry","2009","66","11","1013-22","","[{'value': 'CATIE', 'type': 'OTHER'}]"
