"file","id","modified","result","result_description","rob_name","rob_id","rob_description","group_id","group_name"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-09-25 12:32:16 +0100","YES","Computer-generated, algorithm taking into account substance type (alcohol alone, drugs alone, or alcohol and drugs) and NHS trust.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-04-04 02:34:30 +0100","YES","Researcher not involved in the study generated sequence. Remote independent service. ","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-05-30 13:02:28 +0100","UNKNOWN","Clinician/participant mediated and participants and personnel not blinded. ","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-05-30 13:05:04 +0100","YES","For the primary outcome of hospital admission data were obtained from participant psychiatric case notes and is unlikely to be affected by blinding. For other outcomes involving self-report, precautions were taken to maintain the blindness. Throughout the trial, 135 breaks in the blindness of an assessor were reported in total. However, only one assessment was completed unblinded; in all other cases a new “blind” assessor was allocated.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-05-24 04:29:30 +0100","UNKNOWN","Flow sheet provided describing reasons for incomplete data and deaths. Evenly balanced between treatment groups. No missing values for primary outcome measure (re-hospitalisation/or death).","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-05-24 03:34:56 +0100","YES","All outcomes of interest fully reported and these match the trial protocol.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Barrowclough-2010","2013-04-02 04:02:55 +0100","YES","Authors independent of funding, No input from funding sources on protocol.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-04-02 04:40:59 +0100","UNKNOWN","Stratified for gender and SUD, single and multiple. Sequence generation not stated.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-04-05 02:36:09 +0100","UNKNOWN","Researcher not involved in the study generated sequence. Insufficient information to permit judgement.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-09-25 12:32:18 +0100","UNKNOWN","Clinician/participant mediated and participants and personnel not blinded. Unclear risk.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-05-31 02:18:44 +0100","YES","Raters blinded so detection bias was rated as low.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-05-24 04:30:12 +0100","UNKNOWN","Missing data have been imputed using appropriate methods (LOCF).","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-05-30 04:49:08 +0100","UNKNOWN","Rating of mental state not fully reported (numerical data not provided for PANSS, GAF) both secondary outcomes reported as not significantly different between groups over time.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bechdolf-2011","2013-05-22 05:02:29 +0100","YES","None according to authors.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-05-31 09:39:28 +0100","YES","Randomised using an adaptive urn procedure adjusted for sex, psychiatric diagnosis, drug of choice and number of substance use disorders. Separate randomisation was conducted for participants from community clinics and VA centre. No further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-04-03 02:45:52 +0100","UNKNOWN","No details provided","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-09-25 12:32:18 +0100","UNKNOWN","Clinician/participant mediated and participants and personnel not blinded. Unclear risk.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-05-31 02:18:32 +0100","YES","Primary outcome was urinalysis results so the review authors judge that this outcome is not likely to be influenced by a lack of blinding. Moreover, raters were blind to treatment assignment.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-05-29 04:47:07 +0100","NO","46 patients failed to initiate treatment and 19 failed to become engaged (analysis was based on subset of 110 patients who were engaged in treatment) so ITT analysis was not completed. Missing data were not balanced across interventions. Missing outcomes are enough to induce clinically relevant bias in observed effect size.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-05-31 06:28:35 +0100","UNKNOWN","No protocol was available. Author states there was conflicting data on substance use between self-report, drug screens and clinical ratings (SCID) of dependence.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bellack-2006","2013-05-22 05:07:27 +0100","YES","Supported by NIDA grant. ","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bond-1991a","2013-09-25 12:32:19 +0100","UNKNOWN","Randomised, no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bond-1991a","2013-09-25 12:32:19 +0100","UNKNOWN","No details.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bond-1991a","2013-09-25 12:32:19 +0100","UNKNOWN","Clinician/participant mediated and participants and personnel not blinded. Unclear risk.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bond-1991a","2013-05-31 02:17:48 +0100","UNKNOWN","Unclear if raters were blind.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bond-1991a","2013-05-24 03:13:22 +0100","NO","Lost to follow-up: 57% (24/42 18 months and 50% (21/42) did not receive treatment as planned and no reasons given for missing or lost to follow-up.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Psychosocial interventions for people with both severe mental illness and substance misuse [v10.2-For publication].rm5","STD-Bond-1991a","2013-09-25 12:32:19 +0100","UNKNOWN","No protocol to compare outcomes reported. In the published auricles, means and SD were not reported, but were kindly provided by the author.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
